Dep_Delay,Dep_Delay_Groups,Arrival_Delay,Arr_Delay_Minutes,Arr_Del_morethan15
-2,-1,15,15,1
-1,-1,-6,0,0
0,0,-15,0,0
-6,-1,-14,0,0
12,0,-4,0,0
1,0,-13,0,0
-5,-1,-20,0,0
5,0,-2,0,0
4,0,-9,0,0
-6,-1,-17,0,0
0,0,-11,0,0
21,1,8,8,0
17,1,16,16,1
26,1,19,19,1
5,0,20,20,1
32,2,19,19,1
1,0,16,16,1
-2,-1,-8,0,0
-7,-1,6,6,0
9,0,-6,0,0
13,0,15,15,1
17,1,0,0,0
-4,-1,-14,0,0
0,0,-7,0,0
33,2,37,37,1
2,0,-5,0,0
9,0,4,4,0
-2,-1,-1,0,0
-6,-1,-11,0,0
-1,-1,-4,0,0
13,0,32,32,1
31,2,21,21,1
36,2,28,28,1
-3,-1,-11,0,0
3,0,14,14,0
33,2,40,40,1
-6,-1,-10,0,0
18,1,4,4,0
1,0,-3,0,0
31,2,32,32,1
5,0,30,30,1
-3,-1,-7,0,0
5,0,-6,0,0
51,3,42,42,1
48,3,39,39,1
32,2,50,50,1
-2,-1,-10,0,0
10,0,33,33,1
13,0,39,39,1
23,1,12,12,0
-4,-1,-5,0,0
-3,-1,-1,0,0
-1,-1,23,23,1
0,0,23,23,1
11,0,18,18,1
19,1,27,27,1
-4,-1,-10,0,0
6,0,2,2,0
-5,-1,41,41,1
-2,-1,-24,0,0
-7,-1,-34,0,0
-6,-1,4,4,0
-8,-1,-23,0,0
-6,-1,-31,0,0
3,0,-22,0,0
-4,-1,-27,0,0
-7,-1,-6,0,0
-4,-1,-27,0,0
-5,-1,-12,0,0
-5,-1,-21,0,0
-6,-1,5,5,0
-4,-1,-3,0,0
-4,-1,-9,0,0
-7,-1,8,8,0
-3,-1,-15,0,0
-7,-1,-15,0,0
-1,-1,-18,0,0
6,0,1,1,0
42,2,41,41,1
6,0,-12,0,0
0,0,57,57,1
1,0,-7,0,0
10,0,-17,0,0
-7,-1,-11,0,0
4,0,62,62,1
14,0,17,17,1
29,1,6,6,0
0,0,17,17,1
32,2,19,19,1
-2,-1,-18,0,0
4,0,-18,0,0
5,0,15,15,1
-2,-1,-16,0,0
1,0,-12,0,0
0,0,-43,0,0
-2,-1,-11,0,0
-4,-1,-6,0,0
-3,-1,-20,0,0
38,2,51,51,1
24,1,39,39,1
-1,-1,-30,0,0
-5,-1,1,1,0
-6,-1,-13,0,0
-4,-1,-2,0,0
28,1,12,12,0
-2,-1,-8,0,0
-6,-1,-15,0,0
10,0,-8,0,0
24,1,19,19,1
12,0,11,11,0
-4,-1,-15,0,0
42,2,34,34,1
-7,-1,-16,0,0
5,0,-4,0,0
-6,-1,6,6,0
-3,-1,12,12,0
4,0,-9,0,0
-4,-1,-20,0,0
-4,-1,-27,0,0
54,3,34,34,1
-4,-1,-31,0,0
9,0,23,23,1
-6,-1,-26,0,0
-5,-1,-36,0,0
-8,-1,-8,0,0
13,0,27,27,1
-4,-1,-5,0,0
-1,-1,-12,0,0
-4,-1,-53,0,0
12,0,25,25,1
-2,-1,-24,0,0
55,3,38,38,1
0,0,-22,0,0
37,2,16,16,1
-3,-1,-7,0,0
-2,-1,-3,0,0
-6,-1,-7,0,0
-2,-1,7,7,0
-6,-1,6,6,0
18,1,3,3,0
47,3,31,31,1
-4,-1,-5,0,0
7,0,12,12,0
-1,-1,-4,0,0
-4,-1,-6,0,0
53,3,49,49,1
24,1,15,15,1
20,1,17,17,1
-3,-1,-7,0,0
16,1,26,26,1
19,1,20,20,1
5,0,4,4,0
18,1,4,4,0
0,0,0,0,0
39,2,36,36,1
2,0,-1,0,0
-2,-1,0,0,0
-1,-1,4,4,0
-4,-1,3,3,0
0,0,-11,0,0
18,1,6,6,0
-3,-1,-5,0,0
7,0,-1,0,0
2,0,4,4,0
14,0,12,12,0
15,1,0,0,0
19,1,6,6,0
2,0,-3,0,0
40,2,37,37,1
17,1,5,5,0
-3,-1,-17,0,0
2,0,-7,0,0
-2,-1,-18,0,0
-6,-1,-6,0,0
15,1,14,14,0
47,3,41,41,1
-4,-1,-3,0,0
3,0,6,6,0
-5,-1,1,1,0
3,0,-6,0,0
-3,-1,-7,0,0
8,0,8,8,0
40,2,30,30,1
1,0,-11,0,0
8,0,7,7,0
-1,-1,-5,0,0
24,1,14,14,0
4,0,-5,0,0
51,3,47,47,1
47,3,42,42,1
-4,-1,5,5,0
1,0,-2,0,0
4,0,-5,0,0
11,0,1,1,0
-4,-1,-24,0,0
0,0,-20,0,0
21,1,8,8,0
-2,-1,-12,0,0
39,2,34,34,1
-2,-1,5,5,0
7,0,-8,0,0
33,2,14,14,0
10,0,-8,0,0
-2,-1,0,0,0
32,2,33,33,1
9,0,51,51,1
53,3,53,53,1
1,0,-25,0,0
-1,-1,-21,0,0
5,0,13,13,0
23,1,25,25,1
4,0,-7,0,0
23,1,42,42,1
28,1,7,7,0
0,0,13,13,0
-2,-1,-21,0,0
-4,-1,-26,0,0
30,2,6,6,0
-6,-1,-32,0,0
-6,-1,-27,0,0
4,0,0,0,0
-4,-1,20,20,1
11,0,-17,0,0
-5,-1,-14,0,0
-2,-1,-2,0,0
-8,-1,18,18,1
-4,-1,9,9,0
-9,-1,-15,0,0
23,1,33,33,1
-3,-1,8,8,0
15,1,-1,0,0
-4,-1,-4,0,0
5,0,8,8,0
-5,-1,-7,0,0
-2,-1,-2,0,0
1,0,10,10,0
-8,-1,1,1,0
-2,-1,5,5,0
-3,-1,-9,0,0
-7,-1,-2,0,0
-6,-1,-9,0,0
3,0,-2,0,0
-3,-1,-10,0,0
-6,-1,-9,0,0
-3,-1,-4,0,0
-2,-1,-11,0,0
3,0,-3,0,0
-6,-1,7,7,0
-6,-1,-19,0,0
-7,-1,-5,0,0
48,3,39,39,1
-8,-1,-6,0,0
-4,-1,-12,0,0
-2,-1,-8,0,0
-8,-1,-17,0,0
4,0,-14,0,0
16,1,0,0,0
-7,-1,-19,0,0
-9,-1,-15,0,0
-6,-1,-16,0,0
-7,-1,-12,0,0
0,0,-15,0,0
-7,-1,-23,0,0
-11,-1,-24,0,0
5,0,4,4,0
-6,-1,-11,0,0
-5,-1,-23,0,0
-7,-1,-5,0,0
-2,-1,-11,0,0
2,0,-11,0,0
-6,-1,-20,0,0
9,0,-8,0,0
-5,-1,-11,0,0
-3,-1,-2,0,0
48,3,27,27,1
50,3,39,39,1
16,1,10,10,0
8,0,-6,0,0
-4,-1,-8,0,0
-5,-1,-2,0,0
-6,-1,-20,0,0
-2,-1,-10,0,0
-7,-1,-16,0,0
-2,-1,-8,0,0
-3,-1,2,2,0
-5,-1,-15,0,0
-4,-1,-9,0,0
15,1,8,8,0
-3,-1,12,12,0
0,0,-7,0,0
-2,-1,-16,0,0
-4,-1,-5,0,0
11,0,12,12,0
0,0,-10,0,0
-4,-1,-3,0,0
-3,-1,0,0,0
-6,-1,-12,0,0
-4,-1,-14,0,0
-4,-1,-16,0,0
56,3,43,43,1
-5,-1,-10,0,0
-6,-1,-4,0,0
-1,-1,-15,0,0
-3,-1,5,5,0
38,2,21,21,1
18,1,15,15,1
1,0,-7,0,0
-1,-1,6,6,0
10,0,10,10,0
-3,-1,-12,0,0
-1,-1,4,4,0
-2,-1,-13,0,0
2,0,33,33,1
4,0,-1,0,0
-2,-1,-12,0,0
24,1,38,38,1
9,0,36,36,1
1,0,-13,0,0
38,2,51,51,1
10,0,2,2,0
14,0,1,1,0
-7,-1,22,22,1
1,0,12,12,0
11,0,14,14,0
27,1,39,39,1
4,0,-5,0,0
9,0,8,8,0
-3,-1,48,48,1
-7,-1,-9,0,0
14,0,32,32,1
39,2,57,57,1
0,0,10,10,0
45,3,37,37,1
5,0,14,14,0
-8,-1,-11,0,0
-5,-1,-10,0,0
15,1,14,14,0
-3,-1,0,0,0
-6,-1,-7,0,0
-8,-1,-9,0,0
-9,-1,-4,0,0
-1,-1,-5,0,0
-3,-1,-10,0,0
-4,-1,-4,0,0
-2,-1,-9,0,0
-5,-1,4,4,0
-1,-1,-3,0,0
-2,-1,-2,0,0
31,2,33,33,1
-5,-1,-4,0,0
-6,-1,0,0,0
-2,-1,-8,0,0
-7,-1,-13,0,0
2,0,7,7,0
-4,-1,2,2,0
0,0,-1,0,0
-5,-1,7,7,0
-8,-1,-13,0,0
0,0,21,21,1
36,2,34,34,1
-4,-1,-11,0,0
0,0,-8,0,0
56,3,38,38,1
-3,-1,-26,0,0
33,2,30,30,1
34,2,37,37,1
6,0,16,16,1
-2,-1,-26,0,0
0,0,11,11,0
-3,-1,-7,0,0
15,1,23,23,1
-1,-1,-17,0,0
-4,-1,23,23,1
-4,-1,-10,0,0
26,1,34,34,1
-4,-1,5,5,0
-1,-1,2,2,0
-3,-1,11,11,0
-6,-1,45,45,1
16,1,21,21,1
40,2,33,33,1
-1,-1,9,9,0
1,0,-8,0,0
0,0,-2,0,0
50,3,49,49,1
6,0,39,39,1
-1,-1,5,5,0
0,0,-3,0,0
35,2,23,23,1
1,0,4,4,0
-7,-1,-13,0,0
4,0,11,11,0
0,0,-5,0,0
1,0,0,0,0
-4,-1,-17,0,0
-2,-1,-15,0,0
11,0,1,1,0
-2,-1,-14,0,0
30,2,12,12,0
-2,-1,-6,0,0
-5,-1,-13,0,0
5,0,-6,0,0
0,0,-9,0,0
-7,-1,-22,0,0
5,0,-10,0,0
29,1,10,10,0
15,1,-2,0,0
-4,-1,-7,0,0
9,0,5,5,0
-3,-1,-6,0,0
2,0,-14,0,0
1,0,-22,0,0
-4,-1,-40,0,0
-1,-1,-15,0,0
-6,-1,-10,0,0
3,0,-10,0,0
-5,-1,-16,0,0
1,0,-9,0,0
-5,-1,15,15,1
0,0,-14,0,0
2,0,17,17,1
-7,-1,-10,0,0
-3,-1,50,50,1
0,0,-18,0,0
0,0,58,58,1
-5,-1,-24,0,0
22,1,-1,0,0
0,0,2,2,0
-2,-1,15,15,1
0,0,13,13,0
-1,-1,13,13,0
-8,-1,2,2,0
-3,-1,-10,0,0
-9,-1,24,24,1
40,2,28,28,1
-6,-1,11,11,0
-3,-1,61,61,1
11,0,18,18,1
8,0,-5,0,0
51,3,22,22,1
-3,-1,-22,0,0
-7,-1,-23,0,0
0,0,-19,0,0
-2,-1,-4,0,0
7,0,-1,0,0
4,0,-34,0,0
-1,-1,-21,0,0
7,0,1,1,0
-1,-1,-7,0,0
-5,-1,-34,0,0
-1,-1,-25,0,0
50,3,38,38,1
-2,-1,-22,0,0
30,2,21,21,1
-1,-1,-21,0,0
10,0,-12,0,0
-1,-1,-29,0,0
3,0,-22,0,0
17,1,-3,0,0
4,0,-28,0,0
-3,-1,-42,0,0
0,0,-27,0,0
-2,-1,-30,0,0
12,0,-8,0,0
3,0,-4,0,0
-2,-1,3,3,0
-4,-1,-6,0,0
-4,-1,-22,0,0
-2,-1,5,5,0
-2,-1,3,3,0
1,0,8,8,0
0,0,4,4,0
5,0,-11,0,0
12,0,18,18,1
1,0,21,21,1
21,1,5,5,0
-3,-1,45,45,1
-2,-1,13,13,0
43,2,42,42,1
1,0,17,17,1
8,0,28,28,1
-1,-1,-3,0,0
5,0,34,34,1
1,0,-6,0,0
25,1,27,27,1
8,0,36,36,1
14,0,6,6,0
44,2,44,44,1
9,0,1,1,0
-6,-1,-22,0,0
-3,-1,-29,0,0
-2,-1,-11,0,0
17,1,1,1,0
-5,-1,6,6,0
-2,-1,-26,0,0
19,1,9,9,0
21,1,0,0,0
5,0,8,8,0
13,0,16,16,1
-1,-1,-13,0,0
24,1,6,6,0
2,0,-11,0,0
11,0,-20,0,0
11,0,-16,0,0
-2,-1,1,1,0
16,1,1,1,0
12,0,0,0,0
19,1,11,11,0
29,1,19,19,1
17,1,38,38,1
9,0,-19,0,0
30,2,29,29,1
21,1,22,22,1
31,2,6,6,0
-4,-1,-15,0,0
-1,-1,-6,0,0
20,1,15,15,1
0,0,0,0,0
-11,-1,-1,0,0
-9,-1,-17,0,0
3,0,-1,0,0
5,0,-3,0,0
7,0,7,7,0
-3,-1,-6,0,0
28,1,30,30,1
-3,-1,-7,0,0
29,1,34,34,1
-7,-1,-8,0,0
-2,-1,-3,0,0
32,2,26,26,1
5,0,1,1,0
-3,-1,-2,0,0
8,0,7,7,0
3,0,-3,0,0
-5,-1,-8,0,0
44,2,44,44,1
0,0,-5,0,0
7,0,-2,0,0
-3,-1,7,7,0
-4,-1,-8,0,0
-3,-1,-9,0,0
7,0,6,6,0
3,0,-5,0,0
31,2,39,39,1
13,0,4,4,0
-2,-1,1,1,0
0,0,-3,0,0
-7,-1,-25,0,0
-1,-1,-23,0,0
-3,-1,-12,0,0
-6,-1,-22,0,0
19,1,9,9,0
4,0,1,1,0
-2,-1,-31,0,0
-4,-1,-16,0,0
0,0,-25,0,0
-6,-1,-21,0,0
-1,-1,-29,0,0
4,0,-12,0,0
-6,-1,8,8,0
-4,-1,15,15,1
-1,-1,-11,0,0
-4,-1,-10,0,0
-4,-1,-3,0,0
1,0,-20,0,0
45,3,13,13,0
-5,-1,-14,0,0
-4,-1,-15,0,0
-5,-1,-16,0,0
1,0,-9,0,0
6,0,3,3,0
-2,-1,25,25,1
44,2,60,60,1
-3,-1,-8,0,0
-3,-1,-23,0,0
17,1,-3,0,0
-10,-1,-16,0,0
-7,-1,-10,0,0
1,0,11,11,0
-6,-1,-14,0,0
-4,-1,57,57,1
8,0,1,1,0
4,0,7,7,0
2,0,7,7,0
-5,-1,12,12,0
31,2,45,45,1
-5,-1,-19,0,0
2,0,-26,0,0
-1,-1,-13,0,0
40,2,45,45,1
-2,-1,-10,0,0
0,0,-23,0,0
-5,-1,-23,0,0
-6,-1,-21,0,0
-1,-1,-15,0,0
4,0,-8,0,0
-8,-1,14,14,0
-6,-1,-4,0,0
0,0,-8,0,0
-5,-1,-14,0,0
-3,-1,-19,0,0
0,0,-11,0,0
3,0,14,14,0
29,1,30,30,1
-8,-1,10,10,0
-4,-1,-19,0,0
-3,-1,-9,0,0
15,1,21,21,1
-6,-1,-13,0,0
-2,-1,-14,0,0
1,0,2,2,0
6,0,4,4,0
55,3,45,45,1
-9,-1,17,17,1
5,0,2,2,0
-1,-1,4,4,0
9,0,5,5,0
29,1,20,20,1
-9,-1,-18,0,0
-7,-1,-1,0,0
-6,-1,15,15,1
-5,-1,-12,0,0
-2,-1,-22,0,0
-3,-1,8,8,0
-3,-1,-22,0,0
-5,-1,-16,0,0
-3,-1,-12,0,0
6,0,-5,0,0
1,0,-18,0,0
24,1,17,17,1
-6,-1,-19,0,0
39,2,40,40,1
-3,-1,-7,0,0
-3,-1,-14,0,0
1,0,34,34,1
-3,-1,-9,0,0
-5,-1,-17,0,0
-3,-1,-4,0,0
-6,-1,-20,0,0
-2,-1,-17,0,0
-2,-1,-13,0,0
22,1,-5,0,0
5,0,-14,0,0
2,0,26,26,1
0,0,-5,0,0
-2,-1,-3,0,0
2,0,-5,0,0
-6,-1,-23,0,0
30,2,52,52,1
3,0,1,1,0
-3,-1,6,6,0
18,1,8,8,0
-3,-1,-10,0,0
8,0,-3,0,0
-3,-1,-15,0,0
5,0,13,13,0
26,1,4,4,0
-4,-1,-3,0,0
-2,-1,-15,0,0
0,0,7,7,0
-4,-1,-3,0,0
-1,-1,-20,0,0
5,0,-16,0,0
-6,-1,1,1,0
-20,-2,1,1,0
-2,-1,7,7,0
3,0,-7,0,0
0,0,-3,0,0
-2,-1,-10,0,0
8,0,36,36,1
39,2,10,10,0
-4,-1,-19,0,0
17,1,12,12,0
15,1,1,1,0
7,0,22,22,1
38,2,25,25,1
-9,-1,-20,0,0
-1,-1,-2,0,0
4,0,0,0,0
12,0,5,5,0
-5,-1,-22,0,0
-4,-1,-22,0,0
49,3,29,29,1
-4,-1,6,6,0
1,0,3,3,0
-5,-1,6,6,0
-7,-1,-14,0,0
0,0,-2,0,0
35,2,40,40,1
26,1,13,13,0
19,1,22,22,1
0,0,-2,0,0
2,0,-1,0,0
4,0,5,5,0
1,0,45,45,1
0,0,-9,0,0
18,1,-3,0,0
11,0,4,4,0
-5,-1,-29,0,0
1,0,-10,0,0
-2,-1,-3,0,0
-2,-1,-12,0,0
-5,-1,-3,0,0
16,1,7,7,0
25,1,11,11,0
-7,-1,-9,0,0
-11,-1,-18,0,0
-2,-1,-6,0,0
-6,-1,9,9,0
-3,-1,2,2,0
17,1,15,15,1
-3,-1,-9,0,0
19,1,6,6,0
-2,-1,-8,0,0
-7,-1,-16,0,0
-3,-1,-5,0,0
0,0,-13,0,0
-7,-1,1,1,0
-3,-1,-21,0,0
-4,-1,-14,0,0
-3,-1,0,0,0
1,0,-6,0,0
22,1,7,7,0
22,1,-3,0,0
36,2,21,21,1
3,0,-10,0,0
-1,-1,-4,0,0
-1,-1,-5,0,0
13,0,0,0,0
-3,-1,-16,0,0
6,0,20,20,1
35,2,31,31,1
6,0,-10,0,0
-1,-1,-22,0,0
50,3,62,62,1
9,0,3,3,0
-3,-1,-19,0,0
-2,-1,-12,0,0
2,0,6,6,0
-1,-1,-1,0,0
4,0,6,6,0
12,0,8,8,0
9,0,-1,0,0
-2,-1,-19,0,0
-4,-1,-18,0,0
0,0,-5,0,0
1,0,-6,0,0
3,0,9,9,0
-1,-1,-19,0,0
19,1,19,19,1
0,0,13,13,0
-3,-1,2,2,0
12,0,25,25,1
3,0,-8,0,0
8,0,-8,0,0
1,0,-1,0,0
-4,-1,23,23,1
-1,-1,-9,0,0
54,3,39,39,1
6,0,8,8,0
-5,-1,-11,0,0
-2,-1,-8,0,0
-7,-1,5,5,0
-8,-1,-15,0,0
4,0,11,11,0
14,0,3,3,0
0,0,-5,0,0
0,0,6,6,0
5,0,6,6,0
-6,-1,19,19,1
0,0,11,11,0
-2,-1,20,20,1
-3,-1,9,9,0
4,0,4,4,0
-1,-1,-6,0,0
18,1,36,36,1
7,0,-6,0,0
-3,-1,13,13,0
1,0,-1,0,0
0,0,41,41,1
-5,-1,-3,0,0
-1,-1,-16,0,0
-1,-1,5,5,0
-2,-1,-18,0,0
24,1,40,40,1
31,2,27,27,1
17,1,16,16,1
16,1,19,19,1
8,0,11,11,0
-5,-1,-7,0,0
22,1,22,22,1
-6,-1,6,6,0
9,0,7,7,0
-8,-1,5,5,0
-5,-1,-6,0,0
4,0,3,3,0
5,0,-4,0,0
-1,-1,-3,0,0
-4,-1,-9,0,0
-5,-1,10,10,0
20,1,37,37,1
24,1,28,28,1
40,2,39,39,1
0,0,8,8,0
12,0,-4,0,0
0,0,5,5,0
2,0,8,8,0
-5,-1,-1,0,0
4,0,4,4,0
0,0,-5,0,0
-8,-1,-28,0,0
-3,-1,-30,0,0
-3,-1,1,1,0
-5,-1,-13,0,0
-6,-1,61,61,1
4,0,-19,0,0
-3,-1,-17,0,0
28,1,16,16,1
-3,-1,-23,0,0
-3,-1,8,8,0
-3,-1,-18,0,0
-7,-1,-30,0,0
-4,-1,-5,0,0
-4,-1,15,15,1
-2,-1,30,30,1
3,0,19,19,1
-1,-1,-14,0,0
-5,-1,-2,0,0
-1,-1,12,12,0
5,0,11,11,0
50,3,25,25,1
2,0,-1,0,0
-2,-1,2,2,0
11,0,11,11,0
-7,-1,-3,0,0
1,0,9,9,0
1,0,16,16,1
-5,-1,-23,0,0
41,2,23,23,1
-5,-1,-19,0,0
-3,-1,-17,0,0
-1,-1,6,6,0
7,0,41,41,1
1,0,9,9,0
-2,-1,-27,0,0
-3,-1,-21,0,0
16,1,26,26,1
32,2,3,3,0
36,2,23,23,1
52,3,41,41,1
-2,-1,25,25,1
2,0,-12,0,0
-3,-1,-27,0,0
-2,-1,-14,0,0
-2,-1,27,27,1
11,0,-1,0,0
-4,-1,-26,0,0
5,0,1,1,0
22,1,7,7,0
1,0,26,26,1
18,1,17,17,1
-3,-1,11,11,0
-3,-1,11,11,0
44,2,38,38,1
-7,-1,28,28,1
18,1,9,9,0
-6,-1,3,3,0
1,0,-22,0,0
29,1,35,35,1
-5,-1,26,26,1
31,2,40,40,1
-1,-1,12,12,0
12,0,35,35,1
7,0,4,4,0
8,0,10,10,0
-4,-1,-10,0,0
-4,-1,-18,0,0
-3,-1,-4,0,0
-4,-1,4,4,0
-9,-1,0,0,0
-5,-1,-21,0,0
53,3,53,53,1
7,0,-22,0,0
1,0,-15,0,0
4,0,-7,0,0
1,0,10,10,0
1,0,-3,0,0
5,0,13,13,0
44,2,40,40,1
55,3,54,54,1
30,2,46,46,1
1,0,-4,0,0
8,0,8,8,0
20,1,8,8,0
13,0,12,12,0
9,0,-21,0,0
-5,-1,-16,0,0
18,1,9,9,0
4,0,-1,0,0
12,0,24,24,1
39,2,33,33,1
18,1,11,11,0
16,1,11,11,0
14,0,-3,0,0
14,0,4,4,0
3,0,13,13,0
-2,-1,-9,0,0
22,1,40,40,1
21,1,12,12,0
51,3,50,50,1
10,0,22,22,1
-5,-1,-10,0,0
24,1,34,34,1
0,0,6,6,0
-2,-1,-10,0,0
-1,-1,-13,0,0
25,1,27,27,1
4,0,-6,0,0
-1,-1,-6,0,0
12,0,15,15,1
-6,-1,-20,0,0
31,2,11,11,0
32,2,53,53,1
-1,-1,-18,0,0
-3,-1,-9,0,0
-5,-1,-10,0,0
-4,-1,-3,0,0
34,2,30,30,1
10,0,6,6,0
22,1,16,16,1
1,0,-1,0,0
0,0,-12,0,0
-4,-1,3,3,0
-6,-1,-20,0,0
-7,-1,-10,0,0
-2,-1,-1,0,0
55,3,46,46,1
4,0,-1,0,0
-2,-1,6,6,0
-3,-1,-12,0,0
-2,-1,-13,0,0
1,0,-15,0,0
-7,-1,-8,0,0
-3,-1,-8,0,0
48,3,45,45,1
-5,-1,-6,0,0
-3,-1,-8,0,0
-3,-1,-14,0,0
-2,-1,-7,0,0
-2,-1,-7,0,0
-5,-1,0,0,0
0,0,-10,0,0
-4,-1,-18,0,0
0,0,-8,0,0
21,1,8,8,0
-4,-1,-20,0,0
-3,-1,13,13,0
1,0,-5,0,0
-2,-1,-9,0,0
-2,-1,-6,0,0
-1,-1,-3,0,0
3,0,-2,0,0
-1,-1,5,5,0
3,0,-1,0,0
-5,-1,-9,0,0
-5,-1,-13,0,0
0,0,-8,0,0
-5,-1,-19,0,0
-4,-1,-13,0,0
-4,-1,-3,0,0
-6,-1,-17,0,0
-6,-1,-21,0,0
0,0,-19,0,0
-1,-1,-22,0,0
-6,-1,-24,0,0
-6,-1,-20,0,0
4,0,-5,0,0
0,0,-9,0,0
-3,-1,-7,0,0
4,0,-8,0,0
-4,-1,-23,0,0
-6,-1,-14,0,0
6,0,24,24,1
0,0,7,7,0
53,3,57,57,1
-1,-1,-4,0,0
-2,-1,-5,0,0
-1,-1,11,11,0
52,3,37,37,1
6,0,-16,0,0
-6,-1,-3,0,0
-4,-1,18,18,1
10,0,25,25,1
0,0,-5,0,0
1,0,8,8,0
-5,-1,-5,0,0
-4,-1,-1,0,0
-2,-1,24,24,1
-11,-1,-18,0,0
-4,-1,-4,0,0
6,0,0,0,0
-3,-1,-13,0,0
-5,-1,-5,0,0
3,0,-5,0,0
-4,-1,2,2,0
-6,-1,-13,0,0
-1,-1,-12,0,0
10,0,-17,0,0
52,3,19,19,1
-4,-1,-32,0,0
-2,-1,13,13,0
6,0,-5,0,0
33,2,16,16,1
10,0,-5,0,0
24,1,4,4,0
-1,-1,3,3,0
-4,-1,3,3,0
26,1,14,14,0
12,0,12,12,0
48,3,23,23,1
5,0,28,28,1
5,0,-13,0,0
-1,-1,-5,0,0
-5,-1,-6,0,0
3,0,-7,0,0
24,1,19,19,1
-1,-1,-10,0,0
-4,-1,-15,0,0
4,0,-2,0,0
15,1,12,12,0
0,0,-15,0,0
-1,-1,-4,0,0
15,1,4,4,0
2,0,-3,0,0
1,0,-4,0,0
-1,-1,-6,0,0
13,0,-2,0,0
25,1,40,40,1
4,0,2,2,0
-2,-1,9,9,0
-9,-1,-39,0,0
-8,-1,-21,0,0
-6,-1,-47,0,0
-9,-1,-8,0,0
-6,-1,-21,0,0
-8,-1,-7,0,0
-12,-1,8,8,0
-11,-1,48,48,1
-9,-1,-49,0,0
-9,-1,12,12,0
-4,-1,-31,0,0
-9,-1,-21,0,0
-6,-1,-39,0,0
-1,-1,6,6,0
-7,-1,-7,0,0
6,0,-17,0,0
-5,-1,-14,0,0
-7,-1,-13,0,0
25,1,54,54,1
-6,-1,13,13,0
-2,-1,8,8,0
-1,-1,3,3,0
-3,-1,5,5,0
-3,-1,-12,0,0
-6,-1,-8,0,0
-3,-1,9,9,0
-4,-1,-2,0,0
7,0,2,2,0
9,0,-9,0,0
-7,-1,4,4,0
-5,-1,1,1,0
34,2,37,37,1
-5,-1,-8,0,0
22,1,16,16,1
-2,-1,-10,0,0
2,0,8,8,0
-5,-1,-25,0,0
-4,-1,-6,0,0
-9,-1,-31,0,0
-2,-1,-36,0,0
-2,-1,-30,0,0
-4,-1,-9,0,0
-3,-1,-35,0,0
-4,-1,-7,0,0
2,0,1,1,0
-4,-1,8,8,0
-5,-1,-14,0,0
-5,-1,-27,0,0
-2,-1,6,6,0
11,0,-1,0,0
-2,-1,-9,0,0
-8,-1,-9,0,0
43,2,33,33,1
-9,-1,-18,0,0
-6,-1,-16,0,0
-4,-1,-14,0,0
48,3,45,45,1
-4,-1,-4,0,0
-4,-1,15,15,1
33,2,31,31,1
13,0,3,3,0
7,0,16,16,1
-6,-1,-8,0,0
6,0,7,7,0
38,2,30,30,1
2,0,24,24,1
-4,-1,-11,0,0
8,0,4,4,0
52,3,41,41,1
-2,-1,6,6,0
-9,-1,-1,0,0
-5,-1,-2,0,0
-4,-1,-4,0,0
-5,-1,5,5,0
-8,-1,-10,0,0
-10,-1,-17,0,0
-5,-1,-9,0,0
-9,-1,-19,0,0
1,0,3,3,0
-8,-1,-13,0,0
-6,-1,-18,0,0
-7,-1,-1,0,0
-11,-1,-8,0,0
-4,-1,-8,0,0
-4,-1,-6,0,0
-7,-1,-14,0,0
-6,-1,-17,0,0
-11,-1,-2,0,0
-5,-1,-10,0,0
-2,-1,-9,0,0
-1,-1,-9,0,0
-8,-1,-19,0,0
-8,-1,-14,0,0
-7,-1,-12,0,0
-6,-1,-15,0,0
-4,-1,-1,0,0
-3,-1,-21,0,0
-3,-1,-12,0,0
-3,-1,-2,0,0
-6,-1,-10,0,0
-4,-1,-7,0,0
-2,-1,-10,0,0
-4,-1,-5,0,0
39,2,34,34,1
4,0,34,34,1
20,1,24,24,1
4,0,-7,0,0
-5,-1,-1,0,0
3,0,20,20,1
9,0,22,22,1
-3,-1,9,9,0
29,1,30,30,1
1,0,-3,0,0
16,1,41,41,1
0,0,-4,0,0
-3,-1,36,36,1
0,0,-3,0,0
5,0,7,7,0
-4,-1,-8,0,0
3,0,3,3,0
-5,-1,-8,0,0
2,0,3,3,0
-3,-1,-7,0,0
17,1,25,25,1
-6,-1,-9,0,0
-3,-1,0,0,0
6,0,7,7,0
0,0,10,10,0
-4,-1,-12,0,0
-4,-1,-14,0,0
-4,-1,12,12,0
-2,-1,8,8,0
12,0,-7,0,0
-5,-1,17,17,1
-2,-1,-19,0,0
-6,-1,-20,0,0
-3,-1,-14,0,0
-2,-1,-12,0,0
-5,-1,25,25,1
-4,-1,-23,0,0
-5,-1,3,3,0
-6,-1,-1,0,0
10,0,18,18,1
-3,-1,-26,0,0
-1,-1,-26,0,0
-5,-1,-7,0,0
-2,-1,-21,0,0
27,1,44,44,1
6,0,-5,0,0
-2,-1,-2,0,0
6,0,3,3,0
11,0,-4,0,0
-3,-1,10,10,0
-1,-1,-28,0,0
-6,-1,-24,0,0
34,2,22,22,1
11,0,3,3,0
2,0,-3,0,0
-4,-1,-13,0,0
0,0,-25,0,0
-2,-1,-20,0,0
24,1,19,19,1
-8,-1,-25,0,0
8,0,-3,0,0
10,0,34,34,1
