Dep_Delay,Dep_Delay_Groups,Arrival_Delay,Arr_Delay_Minutes,Arr_Del_morethan15
22,1,7,7,0
60,4,60,60,1
1,0,26,26,1
18,1,17,17,1
-3,-1,11,11,0
-3,-1,11,11,0
44,2,38,38,1
10,0,69,69,1
-7,-1,28,28,1
18,1,9,9,0
84,5,82,82,1
-6,-1,3,3,0
121,8,113,113,1
1,0,-22,0,0
29,1,35,35,1
-5,-1,26,26,1
158,10,137,137,1
31,2,40,40,1
-1,-1,12,12,0
12,0,35,35,1
7,0,4,4,0
8,0,10,10,0
-4,-1,-10,0,0
-4,-1,-18,0,0
-3,-1,-4,0,0
-4,-1,4,4,0
-9,-1,0,0,0
-5,-1,-21,0,0
65,4,65,65,1
53,3,53,53,1
7,0,-22,0,0
1,0,-15,0,0
4,0,-7,0,0
1,0,10,10,0
1,0,-3,0,0
5,0,13,13,0
44,2,40,40,1
55,3,54,54,1
30,2,46,46,1
1,0,-4,0,0
8,0,8,8,0
20,1,8,8,0
13,0,12,12,0
9,0,-21,0,0
-5,-1,-16,0,0
18,1,9,9,0
4,0,-1,0,0
66,4,58,58,1
12,0,24,24,1
39,2,33,33,1
18,1,11,11,0
16,1,11,11,0
14,0,-3,0,0
14,0,4,4,0
3,0,13,13,0
-2,-1,-9,0,0
22,1,40,40,1
21,1,12,12,0
51,3,50,50,1
47,3,106,106,1
10,0,22,22,1
-5,-1,-10,0,0
24,1,34,34,1
85,5,76,76,1
0,0,6,6,0
77,5,78,78,1
69,4,61,61,1
-2,-1,-10,0,0
-1,-1,-13,0,0
25,1,27,27,1
4,0,-6,0,0
-1,-1,-6,0,0
12,0,15,15,1
-6,-1,-20,0,0
31,2,11,11,0
32,2,53,53,1
-1,-1,-18,0,0
-3,-1,-9,0,0
-5,-1,-10,0,0
66,4,53,53,1
96,6,100,100,1
-4,-1,-3,0,0
34,2,30,30,1
10,0,6,6,0
22,1,16,16,1
1,0,-1,0,0
0,0,-12,0,0
-4,-1,3,3,0
-6,-1,-20,0,0
-7,-1,-10,0,0
-2,-1,-1,0,0
160,10,153,153,1
55,3,46,46,1
4,0,-1,0,0
-2,-1,6,6,0
-3,-1,-12,0,0
-2,-1,-13,0,0
67,4,100,100,1
1,0,-15,0,0
-7,-1,-8,0,0
-3,-1,-8,0,0
48,3,45,45,1
138,9,133,133,1
-5,-1,-6,0,0
-3,-1,-8,0,0
-3,-1,-14,0,0
-2,-1,-7,0,0
-2,-1,-7,0,0
111,7,104,104,1
-5,-1,0,0,0
108,7,99,99,1
106,7,102,102,1
0,0,-10,0,0
-4,-1,-18,0,0
0,0,-8,0,0
21,1,8,8,0
-4,-1,-20,0,0
76,5,65,65,1
-3,-1,13,13,0
1,0,-5,0,0
-2,-1,-9,0,0
-2,-1,-6,0,0
-1,-1,-3,0,0
3,0,-2,0,0
-1,-1,5,5,0
3,0,-1,0,0
-5,-1,-9,0,0
-5,-1,-13,0,0
0,0,-8,0,0
-5,-1,-19,0,0
-4,-1,-13,0,0
-4,-1,-3,0,0
-6,-1,-17,0,0
-6,-1,-21,0,0
0,0,-19,0,0
-1,-1,-22,0,0
-6,-1,-24,0,0
-6,-1,-20,0,0
4,0,-5,0,0
0,0,-9,0,0
-3,-1,-7,0,0
4,0,-8,0,0
-4,-1,-23,0,0
-6,-1,-14,0,0
282,12,278,278,1
6,0,24,24,1
0,0,7,7,0
53,3,57,57,1
-1,-1,-4,0,0
-2,-1,-5,0,0
-1,-1,11,11,0
52,3,37,37,1
6,0,-16,0,0
-6,-1,-3,0,0
-4,-1,18,18,1
10,0,25,25,1
0,0,-5,0,0
1,0,8,8,0
-5,-1,-5,0,0
-4,-1,-1,0,0
-2,-1,24,24,1
-11,-1,-18,0,0
-4,-1,-4,0,0
6,0,0,0,0
-3,-1,-13,0,0
-5,-1,-5,0,0
3,0,-5,0,0
-4,-1,2,2,0
-6,-1,-13,0,0
-1,-1,-12,0,0
10,0,-17,0,0
52,3,19,19,1
-4,-1,-32,0,0
159,10,141,141,1
-2,-1,13,13,0
6,0,-5,0,0
62,4,52,52,1
33,2,16,16,1
10,0,-5,0,0
24,1,4,4,0
-1,-1,3,3,0
-4,-1,3,3,0
26,1,14,14,0
12,0,12,12,0
48,3,23,23,1
5,0,28,28,1
5,0,-13,0,0
-1,-1,-5,0,0
-5,-1,-6,0,0
3,0,-7,0,0
24,1,19,19,1
-1,-1,-10,0,0
-4,-1,-15,0,0
4,0,-2,0,0
15,1,12,12,0
0,0,-15,0,0
-1,-1,-4,0,0
15,1,4,4,0
2,0,-3,0,0
1,0,-4,0,0
62,4,70,70,1
-1,-1,-6,0,0
13,0,-2,0,0
158,10,151,151,1
25,1,40,40,1
4,0,2,2,0
-2,-1,9,9,0
9,0,261,261,1
-9,-1,-39,0,0
-8,-1,-21,0,0
-6,-1,-47,0,0
-9,-1,-8,0,0
-6,-1,-21,0,0
-6,-1,72,72,1
120,8,89,89,1
-8,-1,-7,0,0
-12,-1,8,8,0
-11,-1,48,48,1
215,12,187,187,1
-9,-1,-49,0,0
-9,-1,12,12,0
-4,-1,-31,0,0
-9,-1,-21,0,0
-6,-1,-39,0,0
-1,-1,6,6,0
-7,-1,-7,0,0
6,0,-17,0,0
217,12,229,229,1
-5,-1,-14,0,0
211,12,186,186,1
-7,-1,-13,0,0
25,1,54,54,1
-6,-1,13,13,0
-2,-1,8,8,0
-1,-1,3,3,0
-3,-1,5,5,0
-3,-1,-12,0,0
-6,-1,-8,0,0
-3,-1,9,9,0
-4,-1,-2,0,0
7,0,2,2,0
9,0,-9,0,0
-7,-1,4,4,0
-5,-1,1,1,0
34,2,37,37,1
-5,-1,-8,0,0
22,1,16,16,1
-2,-1,-10,0,0
2,0,8,8,0
-5,-1,-25,0,0
-4,-1,-6,0,0
-9,-1,-31,0,0
-2,-1,-36,0,0
-2,-1,-30,0,0
195,12,168,168,1
-4,-1,-9,0,0
-3,-1,-35,0,0
-4,-1,-7,0,0
2,0,1,1,0
-4,-1,8,8,0
-5,-1,-14,0,0
69,4,51,51,1
-5,-1,-27,0,0
-2,-1,6,6,0
11,0,-1,0,0
-2,-1,-9,0,0
-8,-1,-9,0,0
43,2,33,33,1
-9,-1,-18,0,0
83,5,89,89,1
-6,-1,-16,0,0
-4,-1,-14,0,0
48,3,45,45,1
-4,-1,-4,0,0
-4,-1,15,15,1
64,4,56,56,1
43,2,90,90,1
33,2,31,31,1
13,0,3,3,0
7,0,16,16,1
-6,-1,-8,0,0
6,0,7,7,0
5,0,75,75,1
38,2,30,30,1
2,0,24,24,1
-4,-1,-11,0,0
8,0,4,4,0
66,4,60,60,1
67,4,57,57,1
127,8,128,128,1
93,6,87,87,1
145,9,134,134,1
52,3,41,41,1
154,10,178,178,1
-2,-1,6,6,0
-9,-1,-1,0,0
-5,-1,-2,0,0
-4,-1,-4,0,0
-5,-1,5,5,0
-8,-1,-10,0,0
-10,-1,-17,0,0
-5,-1,-9,0,0
-9,-1,-19,0,0
1,0,3,3,0
-8,-1,-13,0,0
-6,-1,-18,0,0
-7,-1,-1,0,0
-11,-1,-8,0,0
-4,-1,-8,0,0
-4,-1,-6,0,0
-7,-1,-14,0,0
-6,-1,-17,0,0
-11,-1,-2,0,0
-5,-1,-10,0,0
-2,-1,-9,0,0
-1,-1,-9,0,0
-8,-1,-19,0,0
-8,-1,-14,0,0
-7,-1,-12,0,0
-6,-1,-15,0,0
-4,-1,-1,0,0
-3,-1,-21,0,0
-3,-1,-12,0,0
-3,-1,-2,0,0
-6,-1,-10,0,0
59,3,56,56,1
-4,-1,-7,0,0
-2,-1,-10,0,0
-4,-1,-5,0,0
39,2,34,34,1
4,0,34,34,1
20,1,24,24,1
4,0,-7,0,0
-5,-1,-1,0,0
3,0,20,20,1
9,0,22,22,1
-3,-1,9,9,0
29,1,30,30,1
1,0,-3,0,0
16,1,41,41,1
0,0,-4,0,0
-3,-1,36,36,1
0,0,-3,0,0
5,0,7,7,0
-4,-1,-8,0,0
3,0,3,3,0
-5,-1,-8,0,0
2,0,3,3,0
-3,-1,-7,0,0
17,1,25,25,1
-6,-1,-9,0,0
-3,-1,0,0,0
280,12,281,281,1
6,0,7,7,0
0,0,10,10,0
-4,-1,-12,0,0
-4,-1,-14,0,0
-4,-1,12,12,0
-2,-1,8,8,0
12,0,-7,0,0
-5,-1,17,17,1
-2,-1,-19,0,0
-6,-1,-20,0,0
-3,-1,-14,0,0
-2,-1,-12,0,0
-5,-1,25,25,1
-4,-1,-23,0,0
-5,-1,3,3,0
-6,-1,-1,0,0
10,0,18,18,1
-3,-1,-26,0,0
-1,-1,-26,0,0
-5,-1,-7,0,0
-2,-1,-21,0,0
27,1,44,44,1
6,0,-5,0,0
-2,-1,-2,0,0
6,0,3,3,0
11,0,-4,0,0
-3,-1,10,10,0
239,12,341,341,1
-1,-1,-28,0,0
-6,-1,-24,0,0
34,2,22,22,1
11,0,3,3,0
71,4,67,67,1
91,6,76,76,1
2,0,-3,0,0
-4,-1,-13,0,0
0,0,-25,0,0
-2,-1,-20,0,0
24,1,19,19,1
-8,-1,-25,0,0
8,0,-3,0,0
10,0,34,34,1
18,1,20,20,1
-6,-1,18,18,1
2,0,10,10,0
3,0,13,13,0
-5,-1,-8,0,0
44,2,54,54,1
4,0,-2,0,0
-2,-1,40,40,1
159,10,146,146,1
7,0,-5,0,0
10,0,52,52,1
40,2,30,30,1
3,0,0,0,0
0,0,-6,0,0
49,3,70,70,1
-6,-1,15,15,1
-3,-1,7,7,0
21,1,13,13,0
13,0,27,27,1
2,0,-3,0,0
-1,-1,-10,0,0
-7,-1,-13,0,0
11,0,22,22,1
-6,-1,2,2,0
5,0,16,16,1
34,2,41,41,1
1,0,-14,0,0
-6,-1,-9,0,0
15,1,10,10,0
-2,-1,-6,0,0
-2,-1,4,4,0
97,6,94,94,1
-4,-1,1,1,0
-3,-1,-12,0,0
69,4,60,60,1
7,0,16,16,1
-6,-1,-8,0,0
-6,-1,-18,0,0
-2,-1,-8,0,0
2,0,-4,0,0
6,0,-6,0,0
133,8,126,126,1
-4,-1,-6,0,0
-7,-1,-3,0,0
-3,-1,-14,0,0
37,2,57,57,1
0,0,35,35,1
-6,-1,-22,0,0
-11,-1,-3,0,0
-8,-1,-21,0,0
-4,-1,15,15,1
0,0,4,4,0
13,0,31,31,1
-9,-1,-39,0,0
-6,-1,-28,0,0
-4,-1,-21,0,0
-7,-1,-9,0,0
-6,-1,-17,0,0
-5,-1,-18,0,0
0,0,-1,0,0
-11,-1,-36,0,0
-5,-1,-33,0,0
-10,-1,-20,0,0
-1,-1,-20,0,0
-6,-1,-18,0,0
-2,-1,-18,0,0
-4,-1,-29,0,0
-5,-1,-29,0,0
-13,-1,12,12,0
-2,-1,-6,0,0
4,0,5,5,0
-7,-1,-3,0,0
4,0,17,17,1
1,0,-15,0,0
-7,-1,-13,0,0
21,1,11,11,0
36,2,30,30,1
-2,-1,-1,0,0
-2,-1,-2,0,0
2,0,3,3,0
0,0,-21,0,0
1,0,1,1,0
0,0,-2,0,0
-4,-1,-9,0,0
-5,-1,-9,0,0
7,0,14,14,0
149,9,131,131,1
-7,-1,-31,0,0
22,1,12,12,0
-6,-1,-14,0,0
1,0,-4,0,0
2,0,19,19,1
7,0,4,4,0
-2,-1,-8,0,0
-4,-1,-28,0,0
-7,-1,-14,0,0
-3,-1,-2,0,0
-1,-1,-6,0,0
-4,-1,-13,0,0
-5,-1,-13,0,0
-2,-1,-20,0,0
0,0,-20,0,0
28,1,23,23,1
-1,-1,-14,0,0
6,0,-22,0,0
-6,-1,-8,0,0
78,5,70,70,1
-2,-1,-5,0,0
6,0,-29,0,0
52,3,77,77,1
2,0,-3,0,0
46,3,54,54,1
20,1,40,40,1
16,1,6,6,0
-7,-1,-55,0,0
69,4,70,70,1
-2,-1,0,0,0
2,0,-27,0,0
18,1,17,17,1
-2,-1,20,20,1
83,5,73,73,1
7,0,18,18,1
91,6,88,88,1
40,2,50,50,1
52,3,92,92,1
-6,-1,-4,0,0
10,0,-3,0,0
9,0,8,8,0
7,0,21,21,1
1,0,12,12,0
-4,-1,-6,0,0
-2,-1,2,2,0
-5,-1,-28,0,0
-5,-1,-30,0,0
109,7,115,115,1
49,3,87,87,1
-2,-1,-10,0,0
47,3,34,34,1
18,1,0,0,0
2,0,-28,0,0
-3,-1,-33,0,0
4,0,-1,0,0
23,1,36,36,1
2,0,-28,0,0
105,7,132,132,1
2,0,-26,0,0
-1,-1,-4,0,0
-6,-1,-33,0,0
-1,-1,-33,0,0
-3,-1,-16,0,0
11,0,-16,0,0
34,2,16,16,1
19,1,21,21,1
-1,-1,-19,0,0
-2,-1,0,0,0
-6,-1,-4,0,0
-2,-1,-21,0,0
-5,-1,-13,0,0
-1,-1,-4,0,0
-5,-1,-9,0,0
-10,-1,33,33,1
8,0,0,0,0
22,1,5,5,0
27,1,13,13,0
-6,-1,-17,0,0
1,0,0,0,0
3,0,-3,0,0
-4,-1,-10,0,0
-4,-1,-14,0,0
-4,-1,-9,0,0
28,1,6,6,0
-1,-1,-22,0,0
-1,-1,-30,0,0
-6,-1,-33,0,0
28,1,11,11,0
-7,-1,23,23,1
-5,-1,-7,0,0
-3,-1,-34,0,0
-7,-1,-17,0,0
-5,-1,-29,0,0
-6,-1,6,6,0
4,0,-14,0,0
-4,-1,-28,0,0
-6,-1,-23,0,0
-3,-1,-31,0,0
-6,-1,-34,0,0
-9,-1,-41,0,0
1,0,-10,0,0
19,1,10,10,0
2,0,-13,0,0
4,0,-18,0,0
10,0,-16,0,0
10,0,-6,0,0
184,12,151,151,1
146,9,114,114,1
0,0,-22,0,0
55,3,38,38,1
-5,-1,4,4,0
111,7,95,95,1
-2,-1,-10,0,0
-3,-1,-16,0,0
-2,-1,-7,0,0
14,0,-5,0,0
84,5,63,63,1
-4,-1,-8,0,0
-4,-1,-23,0,0
189,12,214,214,1
72,4,35,35,1
3,0,-2,0,0
178,11,160,160,1
56,3,54,54,1
-5,-1,-16,0,0
48,3,124,124,1
56,3,64,64,1
210,12,221,221,1
31,2,28,28,1
-4,-1,-40,0,0
-6,-1,-46,0,0
10,0,21,21,1
36,2,22,22,1
6,0,-7,0,0
-7,-1,10,10,0
-7,-1,-25,0,0
14,0,9,9,0
-7,-1,-18,0,0
4,0,-3,0,0
4,0,-15,0,0
4,0,-20,0,0
10,0,-1,0,0
9,0,7,7,0
10,0,-1,0,0
-8,-1,-16,0,0
27,1,18,18,1
-8,-1,-1,0,0
172,11,164,164,1
-7,-1,-18,0,0
-4,-1,0,0,0
-6,-1,-6,0,0
-1,-1,-14,0,0
113,7,103,103,1
-6,-1,-13,0,0
-5,-1,-6,0,0
-6,-1,-8,0,0
-3,-1,-9,0,0
-3,-1,-16,0,0
0,0,-21,0,0
24,1,13,13,0
92,6,82,82,1
-3,-1,-11,0,0
17,1,19,19,1
141,9,151,151,1
-4,-1,-2,0,0
8,0,9,9,0
-1,-1,1,1,0
-5,-1,-12,0,0
-5,-1,-4,0,0
1,0,4,4,0
-1,-1,2,2,0
-2,-1,-11,0,0
69,4,53,53,1
-1,-1,-6,0,0
-5,-1,2,2,0
-3,-1,-24,0,0
0,0,-7,0,0
14,0,-6,0,0
2,0,-10,0,0
122,8,108,108,1
7,0,-7,0,0
8,0,-14,0,0
0,0,-15,0,0
13,0,18,18,1
13,0,50,50,1
-3,-1,-12,0,0
0,0,-11,0,0
-4,-1,-19,0,0
-2,-1,-17,0,0
262,12,265,265,1
11,0,6,6,0
0,0,0,0,0
6,0,-5,0,0
-3,-1,-28,0,0
115,7,131,131,1
29,1,65,65,1
-3,-1,39,39,1
0,0,-7,0,0
-5,-1,7,7,0
20,1,29,29,1
76,5,89,89,1
30,2,34,34,1
9,0,31,31,1
0,0,0,0,0
0,0,7,7,0
150,10,124,124,1
46,3,32,32,1
0,0,-15,0,0
19,1,12,12,0
113,7,69,69,1
16,1,33,33,1
1,0,15,15,1
-3,-1,25,25,1
30,2,14,14,0
60,4,102,102,1
31,2,33,33,1
8,0,28,28,1
221,12,222,222,1
0,0,-17,0,0
-3,-1,-14,0,0
-1,-1,2,2,0
0,0,-15,0,0
3,0,-2,0,0
35,2,59,59,1
-3,-1,2,2,0
2,0,-21,0,0
13,0,-7,0,0
18,1,34,34,1
-4,-1,-19,0,0
-8,-1,-3,0,0
3,0,32,32,1
7,0,2,2,0
-5,-1,-23,0,0
69,4,68,68,1
0,0,10,10,0
0,0,17,17,1
-2,-1,-7,0,0
139,9,213,213,1
-3,-1,-10,0,0
1,0,-14,0,0
54,3,55,55,1
-3,-1,-9,0,0
18,1,10,10,0
-6,-1,-22,0,0
0,0,-7,0,0
21,1,32,32,1
12,0,19,19,1
96,6,77,77,1
-2,-1,-24,0,0
-9,-1,-30,0,0
-2,-1,-12,0,0
-2,-1,-33,0,0
-5,-1,-34,0,0
37,2,21,21,1
8,0,-12,0,0
-4,-1,34,34,1
-4,-1,-27,0,0
-6,-1,-19,0,0
-6,-1,-9,0,0
-8,-1,-31,0,0
-3,-1,-4,0,0
2,0,51,51,1
-2,-1,-18,0,0
-8,-1,-36,0,0
26,1,1,1,0
236,12,239,239,1
-4,-1,-24,0,0
-6,-1,-20,0,0
-5,-1,79,79,1
-2,-1,-28,0,0
0,0,-15,0,0
-4,-1,-19,0,0
-11,-1,-31,0,0
-3,-1,6,6,0
0,0,-30,0,0
267,12,281,281,1
35,2,59,59,1
32,2,16,16,1
-3,-1,-15,0,0
0,0,-10,0,0
-1,-1,-6,0,0
29,1,29,29,1
0,0,31,31,1
37,2,30,30,1
-5,-1,-24,0,0
-4,-1,16,16,1
-2,-1,-21,0,0
7,0,-4,0,0
30,2,3,3,0
11,0,-1,0,0
-3,-1,4,4,0
-2,-1,9,9,0
-3,-1,10,10,0
2,0,2,2,0
0,0,19,19,1
0,0,6,6,0
7,0,13,13,0
16,1,37,37,1
-3,-1,-1,0,0
179,11,189,189,1
-3,-1,22,22,1
-1,-1,73,73,1
0,0,-8,0,0
12,0,37,37,1
-5,-1,6,6,0
-3,-1,9,9,0
-2,-1,5,5,0
11,0,12,12,0
3,0,-9,0,0
25,1,21,21,1
40,2,28,28,1
-8,-1,3,3,0
-2,-1,33,33,1
-4,-1,-7,0,0
-7,-1,-14,0,0
13,0,8,8,0
26,1,17,17,1
20,1,9,9,0
1,0,-9,0,0
-7,-1,-9,0,0
-6,-1,-15,0,0
-4,-1,-7,0,0
181,12,175,175,1
-5,-1,-6,0,0
-6,-1,-5,0,0
-4,-1,0,0,0
0,0,-12,0,0
24,1,16,16,1
108,7,100,100,1
-6,-1,-9,0,0
19,1,47,47,1
43,2,40,40,1
-5,-1,-11,0,0
-10,-1,-15,0,0
5,0,18,18,1
-4,-1,-11,0,0
-11,-1,-19,0,0
58,3,42,42,1
4,0,-10,0,0
0,0,-27,0,0
17,1,-2,0,0
3,0,11,11,0
-8,-1,-13,0,0
2,0,-19,0,0
-3,-1,33,33,1
7,0,-16,0,0
0,0,13,13,0
57,3,65,65,1
39,2,47,47,1
-1,-1,-26,0,0
112,7,96,96,1
-1,-1,-4,0,0
5,0,-8,0,0
68,4,62,62,1
31,2,21,21,1
-1,-1,-4,0,0
94,6,91,91,1
2,0,-5,0,0
-2,-1,19,19,1
32,2,28,28,1
43,2,32,32,1
39,2,41,41,1
34,2,35,35,1
11,0,22,22,1
167,11,157,157,1
0,0,6,6,0
4,0,2,2,0
0,0,5,5,0
1,0,-10,0,0
-1,-1,-14,0,0
-7,-1,3,3,0
3,0,11,11,0
3,0,-10,0,0
55,3,76,76,1
29,1,32,32,1
61,4,35,35,1
11,0,20,20,1
-2,-1,-12,0,0
10,0,25,25,1
0,0,-4,0,0
-3,-1,-26,0,0
-3,-1,2,2,0
149,9,160,160,1
37,2,10,10,0
14,0,9,9,0
0,0,-24,0,0
-7,-1,-22,0,0
-3,-1,-26,0,0
-8,-1,-4,0,0
132,8,125,125,1
31,2,34,34,1
24,1,-9,0,0
-5,-1,6,6,0
-7,-1,-24,0,0
-8,-1,-1,0,0
-5,-1,-43,0,0
12,0,-29,0,0
-6,-1,-47,0,0
64,4,30,30,1
-3,-1,-10,0,0
-3,-1,-17,0,0
-6,-1,-16,0,0
-7,-1,-12,0,0
-3,-1,-33,0,0
-5,-1,-34,0,0
-4,-1,-27,0,0
63,4,41,41,1
6,0,3,3,0
54,3,33,33,1
-7,-1,-18,0,0
-6,-1,-11,0,0
-2,-1,-6,0,0
-1,-1,-10,0,0
53,3,42,42,1
12,0,56,56,1
-7,-1,1,1,0
-8,-1,-2,0,0
-3,-1,4,4,0
-3,-1,-7,0,0
6,0,-1,0,0
18,1,17,17,1
-2,-1,-10,0,0
-7,-1,-13,0,0
-6,-1,-19,0,0
94,6,104,104,1
81,5,64,64,1
-1,-1,-15,0,0
12,0,2,2,0
-1,-1,-15,0,0
1,0,-13,0,0
-5,-1,-13,0,0
-4,-1,-12,0,0
2,0,-10,0,0
-4,-1,-8,0,0
-3,-1,-13,0,0
3,0,-11,0,0
-5,-1,-19,0,0
114,7,102,102,1
25,1,24,24,1
1,0,-13,0,0
-1,-1,-9,0,0
9,0,115,115,1
2,0,-2,0,0
-2,-1,-13,0,0
-2,-1,-13,0,0
16,1,2,2,0
0,0,-18,0,0
-4,-1,89,89,1
-6,-1,-4,0,0
0,0,18,18,1
26,1,25,25,1
12,0,7,7,0
-8,-1,-3,0,0
204,12,282,282,1
1,0,4,4,0
-4,-1,-21,0,0
19,1,70,70,1
-4,-1,-10,0,0
13,0,15,15,1
0,0,16,16,1
-1,-1,-1,0,0
30,2,49,49,1
-1,-1,11,11,0
-8,-1,-11,0,0
-7,-1,-9,0,0
1192,12,1185,1185,1
-2,-1,-9,0,0
19,1,15,15,1
351,12,355,355,1
51,3,41,41,1
0,0,97,97,1
10,0,19,19,1
-2,-1,-22,0,0
-8,-1,-33,0,0
-3,-1,-7,0,0
9,0,14,14,0
-7,-1,-31,0,0
-3,-1,19,19,1
5,0,45,45,1
-7,-1,-9,0,0
2,0,46,46,1
-3,-1,-20,0,0
10,0,52,52,1
0,0,-6,0,0
-4,-1,-19,0,0
-2,-1,6,6,0
10,0,6,6,0
0,0,38,38,1
-3,-1,17,17,1
-7,-1,-21,0,0
-5,-1,-12,0,0
16,1,-4,0,0
8,0,5,5,0
-5,-1,-19,0,0
-5,-1,-23,0,0
-1,-1,-16,0,0
-5,-1,17,17,1
-2,-1,53,53,1
8,0,26,26,1
287,12,288,288,1
2,0,17,17,1
14,0,23,23,1
-4,-1,-20,0,0
-1,-1,-17,0,0
-6,-1,-4,0,0
-5,-1,-18,0,0
63,4,88,88,1
31,2,37,37,1
32,2,25,25,1
-2,-1,-18,0,0
-1,-1,53,53,1
126,8,150,150,1
65,4,57,57,1
67,4,81,81,1
2,0,-3,0,0
-5,-1,-1,0,0
8,0,4,4,0
-3,-1,-4,0,0
-2,-1,6,6,0
62,4,151,151,1
73,4,70,70,1
8,0,1,1,0
112,7,110,110,1
85,5,74,74,1
-7,-1,-11,0,0
-8,-1,-12,0,0
-6,-1,4,4,0
-8,-1,10,10,0
-3,-1,-16,0,0
34,2,48,48,1
-11,-1,-18,0,0
-4,-1,-6,0,0
-4,-1,-1,0,0
-3,-1,-21,0,0
-5,-1,-3,0,0
-2,-1,-18,0,0
-3,-1,-3,0,0
-2,-1,0,0,0
-1,-1,-8,0,0
-4,-1,-16,0,0
-3,-1,0,0,0
-1,-1,-10,0,0
-3,-1,-9,0,0
-1,-1,-18,0,0
-1,-1,5,5,0
-2,-1,-11,0,0
0,0,5,5,0
-3,-1,-4,0,0
-2,-1,-11,0,0
-3,-1,-16,0,0
-2,-1,-11,0,0
-1,-1,-4,0,0
-5,-1,-11,0,0
-7,-1,-21,0,0
-4,-1,-31,0,0
9,0,8,8,0
-5,-1,-28,0,0
-6,-1,-29,0,0
1,0,-10,0,0
0,0,-2,0,0
3,0,-23,0,0
-5,-1,-25,0,0
-7,-1,-40,0,0
-3,-1,-7,0,0
-3,-1,-16,0,0
-4,-1,-11,0,0
-3,-1,-20,0,0
-5,-1,-7,0,0
24,1,9,9,0
-4,-1,18,18,1
-9,-1,-22,0,0
-3,-1,-18,0,0
-4,-1,-24,0,0
-2,-1,16,16,1
1,0,-22,0,0
-1,-1,0,0,0
3,0,-22,0,0
-7,-1,-14,0,0
-4,-1,-21,0,0
-4,-1,-25,0,0
3,0,-33,0,0
-6,-1,-31,0,0
-6,-1,1,1,0
-3,-1,-21,0,0
-2,-1,-29,0,0
288,12,312,312,1
8,0,-11,0,0
0,0,-11,0,0
5,0,-19,0,0
33,2,12,12,0
34,2,14,14,0
-3,-1,-8,0,0
-11,-1,-31,0,0
3,0,-23,0,0
-6,-1,-4,0,0
-4,-1,-5,0,0
6,0,-9,0,0
4,0,-8,0,0
0,0,-13,0,0
3,0,32,32,1
-7,-1,-25,0,0
-2,-1,-17,0,0
-2,-1,-1,0,0
-5,-1,1,1,0
-4,-1,-12,0,0
57,3,41,41,1
-5,-1,0,0,0
18,1,15,15,1
1,0,-5,0,0
75,5,55,55,1
15,1,0,0,0
-5,-1,-23,0,0
4,0,-24,0,0
-2,-1,-19,0,0
61,4,43,43,1
-1,-1,-6,0,0
204,12,184,184,1
-1,-1,-16,0,0
75,5,60,60,1
15,1,15,15,1
46,3,48,48,1
-2,-1,-10,0,0
41,2,19,19,1
29,1,22,22,1
9,0,10,10,0
95,6,119,119,1
25,1,8,8,0
61,4,36,36,1
44,2,25,25,1
-2,-1,-23,0,0
17,1,17,17,1
28,1,6,6,0
-3,-1,-10,0,0
-3,-1,-7,0,0
94,6,115,115,1
137,9,125,125,1
40,2,19,19,1
-1,-1,-5,0,0
151,10,128,128,1
25,1,7,7,0
91,6,91,91,1
0,0,2,2,0
-6,-1,12,12,0
62,4,44,44,1
-8,-1,-30,0,0
-6,-1,-5,0,0
36,2,53,53,1
-2,-1,-19,0,0
-8,-1,-17,0,0
-5,-1,-2,0,0
-6,-1,-24,0,0
-3,-1,-31,0,0
-8,-1,-25,0,0
9,0,-16,0,0
-2,-1,-14,0,0
-4,-1,-24,0,0
-4,-1,-27,0,0
-4,-1,19,19,1
-3,-1,6,6,0
5,0,-13,0,0
-4,-1,-17,0,0
27,1,4,4,0
0,0,-20,0,0
-8,-1,8,8,0
-5,-1,-19,0,0
-3,-1,-7,0,0
1,0,-24,0,0
-3,-1,-10,0,0
-5,-1,4,4,0
-2,-1,-12,0,0
-2,-1,-12,0,0
-3,-1,-13,0,0
-2,-1,-25,0,0
20,1,3,3,0
-6,-1,-31,0,0
-3,-1,-12,0,0
-7,-1,-18,0,0
-5,-1,-3,0,0
-6,-1,-20,0,0
-5,-1,-23,0,0
-6,-1,-29,0,0
-8,-1,-26,0,0
-2,-1,8,8,0
-8,-1,-28,0,0
4,0,-17,0,0
-6,-1,-17,0,0
-6,-1,-40,0,0
-6,-1,-18,0,0
-6,-1,-10,0,0
-5,-1,18,18,1
110,7,105,105,1
-1,-1,-6,0,0
-6,-1,-17,0,0
34,2,53,53,1
-1,-1,-20,0,0
-7,-1,-27,0,0
1,0,-15,0,0
-4,-1,-12,0,0
0,0,4,4,0
19,1,26,26,1
212,12,233,233,1
-2,-1,0,0,0
-5,-1,2,2,0
-5,-1,-10,0,0
-7,-1,10,10,0
42,2,41,41,1
60,4,92,92,1
-1,-1,39,39,1
-5,-1,-5,0,0
-6,-1,-24,0,0
-6,-1,0,0,0
-3,-1,35,35,1
0,0,-10,0,0
146,9,124,124,1
17,1,16,16,1
-1,-1,-3,0,0
37,2,80,80,1
2,0,20,20,1
-5,-1,-27,0,0
130,8,90,90,1
2,0,8,8,0
1,0,-3,0,0
0,0,3,3,0
106,7,90,90,1
13,0,46,46,1
6,0,-13,0,0
68,4,115,115,1
